lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
aharlı	ADJ	5	0	5	5	0	0	0	0	Arts, Media & Entertainment	handicrafts	3	2	0.0009727626459	0.6077248144	2.862888216	6	3
ahbap	NOUN	104	81	23	23	0	0	0	81	People & Relationships	friendship	34	12	0.01102464332	12.64067614	4.105926264	5	2
ahbaplık	NOUN	1	1	0	0	0	0	0	1	People & Relationships	friendship	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
Ahdar	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
ahdetmek	VERB	3	0	3	3	0	0	0	0	Personality, Values & Behavior	morality	2	3	0.0006485084306	0.3646348887	2.686796957	8	3
ahenk	NOUN	29	8	21	16	5	0	0	8	Emotions & Mental Processes	emotions	20	7	0.006485084306	3.524803924	3.56185822	5	2
ahenkli	ADJ	24	4	20	18	1	0	1	4	Arts, Media & Entertainment	music	20	3	0.006485084306	2.917079109	3.482676974	7	3
ahenksiz	ADJ	2	0	2	2	0	0	0	0	Arts, Media & Entertainment	music	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
aheste	ADV	9	0	9	7	2	0	0	0	Time, Numbers & Measurement	time	5	1	0.001621271077	1.093904666	3.084736965	6	3
ahi	NOUN	16	1	15	8	6	1	1	0	Personality, Values & Behavior	personality	8	5	0.002594033722	1.944719406	3.315185887	3	2
ahilik	NOUN	15	0	15	8	7	0	0	0	Personal Care & Consumer Life	shopping	4	4	0.001297016861	1.823174443	3.288856948	6	3
ahir	NOUN	11	2	9	6	2	0	1	2	History, Politics & Religion	religion	8	7	0.002594033722	1.336994592	3.163918211	4	2
ahiret	NOUN	126	1	125	42	83	0	0	1	History, Politics & Religion	religion	22	11	0.007133592737	15.31466532	4.188540686	6	3
ahit	NOUN	8	5	3	0	3	0	0	5	History, Politics & Religion	religion	5	2	0.001621271077	0.9723597031	3.038979475	4	2
ahitname	NOUN	3	0	3	0	3	0	0	0	History, Politics & Religion	religion	1	1	0.0003242542153	0.3646348887	2.686796957	8	4
ahize	NOUN	13	6	7	0	2	0	5	6	Science & Technology	telephone	11	6	0.003566796368	1.580084518	3.230865001	5	3
ahkâm	NOUN	4	2	2	2	0	0	0	2	Emotions & Mental Processes	general rules	3	2	0.0009727626459	0.4861798515	2.78370697	5	1
ahlak	NOUN	217	16	201	74	126	2	1	14	Personality, Values & Behavior	morality	50	23	0.01621271077	26.37525695	4.423193459	5	2
ahlaki	ADJ	56	1	55	11	44	0	0	1	Personality, Values & Behavior	morality	18	1	0.005836575875	6.806517922	3.840611821	6	3
ahlaklı	ADJ	74	12	62	23	39	0	0	12	Personality, Values & Behavior	morality	28	2	0.009079118029	8.994327253	3.959798229	7	3
ahlaksız	ADJ	6	2	4	3	1	0	0	2	Personality, Values & Behavior	morality	6	1	0.001945525292	0.7292697773	2.929835005	8	3
ahlakça	ADV	2	0	2	2	0	0	0	0	Personality, Values & Behavior	morality	1	1	0.0003242542153	0.2430899258	2.56185822	7	3
ahlamak	VERB	3	0	3	3	0	0	0	0	Emotions & Mental Processes	emotions	2	1	0.0006485084306	0.3646348887	2.686796957	7	3
ahlat	NOUN	5	0	5	3	0	0	2	0	Food & Nutrition	fruits	3	1	0.0009727626459	0.6077248144	2.862888216	5	2
Ahlat	PROPN	3	2	1	1	0	0	0	2	Other	other	3	2	0.0009727626459	0.3646348887	2.686796957	5	2
ahmak	ADJ	22	16	6	6	0	0	0	16	Personality, Values & Behavior	personality	18	8	0.005836575875	2.673989183	3.446464801	5	2
ahmer	NOUN	21	16	5	4	1	0	0	16	Space, Shapes & Properties	colors	7	2	0.002269779507	2.552444221	3.427159646	5	2
Ahmet	PROPN	871	67	804	404	218	6	182	61	Other	other	246	22	0.07976653696	105.8656627	5.02525345	5	2
Ahmetzâde	PROPN	106	0	106	0	0	0	106	0	Other	other	51	1	0.01653696498	12.88376607	4.114120743	9	3
Ahmetçik	PROPN	13	0	13	12	1	0	0	0	Other	other	6	2	0.001945525292	1.580084518	3.230865001	8	3
ahret	NOUN	3	1	2	2	0	0	0	1	History, Politics & Religion	religion	2	2	0.0006485084306	0.3646348887	2.686796957	5	2
Ahsen	PROPN	10	0	10	3	4	0	3	0	Other	other	6	3	0.001945525292	1.215449629	3.126129651	5	2
ahtapot	NOUN	242	63	179	52	23	10	104	53	Nature & Living Things	animals	92	14	0.02983138781	29.41388102	4.470343239	7	3
ahu	NOUN	14	1	13	5	1	0	7	1	Nature & Living Things	animals	9	4	0.002918287938	1.70162948	3.260828224	3	2
Ahu	PROPN	17	0	17	17	0	0	0	0	Other	other	4	2	0.001297016861	2.066264369	3.34000947	3	2
ahududu	NOUN	34	3	31	13	0	0	18	3	Food & Nutrition	fruits	16	5	0.005188067445	4.132528738	3.62880501	7	4
ahval	NOUN	5	0	5	3	2	0	0	0	Emotions & Mental Processes	emotions	5	3	0.001621271077	0.6077248144	2.862888216	5	2
Ahzab	PROPN	10	0	10	1	9	0	0	0	Other	other	3	2	0.0009727626459	1.215449629	3.126129651	5	2
ahçı	NOUN	2	1	1	0	0	0	1	1	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
ahır	NOUN	233	58	175	140	20	12	15	46	Places & Settlements	places	102	36	0.03307392996	28.31997635	4.453952823	4	2
ahşap	ADJ	5	2	3	2	0	2	1	0	Home & Domestic Life	home	3	3	0.0009727626459	0.6077248144	2.862888216	5	2
ahşap	NOUN	431	36	395	186	48	1	161	35	Home & Domestic Life	home	212	17	0.06874189364	52.385879	4.720220712	5	2
aidat	NOUN	32	25	7	6	1	0	0	25	Work & Economy	financial concepts	17	8	0.00551232166	3.889438812	3.603250905	5	3
aidiyet	NOUN	2	0	2	0	2	0	0	0	Personality, Values & Behavior	loyalty	1	1	0.0003242542153	0.2430899258	2.56185822	7	4
Aikido	PROPN	27	0	27	9	0	0	18	0	Other	other	4	7	0.001297016861	3.281713998	3.531894997	6	4
aile	NOUN	5930	1755	4175	1499	1898	225	778	1530	People & Relationships	family	1065	151	0.3453307393	720.7616299	5.857864889	4	3
ailece	ADV	55	4	51	25	14	0	12	4	People & Relationships	family	41	3	0.01329442283	6.684972959	3.832924992	6	4
ailecek	ADV	70	6	64	11	10	1	43	5	People & Relationships	family	28	2	0.009079118029	8.508147402	3.935995314	7	4
ailevi	ADJ	5	2	3	0	3	0	0	2	People & Relationships	family	3	1	0.0009727626459	0.6077248144	2.862888216	6	4
ailevî	ADJ	1	1	0	0	0	0	0	1	People & Relationships	kinship	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
ait	ADP	2437	298	2139	367	895	6	877	292	Other	other	668	2	0.2166018158	296.2050746	5.471770667	3	2
Aişe	PROPN	9	0	9	8	1	0	0	0	Other	other	4	4	0.001297016861	1.093904666	3.084736965	4	3
ajan	NOUN	305	219	86	80	2	0	4	219	Work & Economy	occupations	77	33	0.02496757458	37.07121368	4.570458392	4	2
ajanda	NOUN	14	6	8	1	6	0	1	6	Time, Numbers & Measurement	calendar	10	8	0.003242542153	1.70162948	3.260828224	6	3
ajanlık	NOUN	4	3	1	1	0	0	0	3	Work & Economy	occupations	4	2	0.001297016861	0.4861798515	2.78370697	7	3
ajans	NOUN	231	17	214	29	5	0	180	17	Places & Settlements	places	128	22	0.04150453956	28.07688643	4.45022495	5	2
ajite	ADJ	1	1	0	0	0	0	0	1	Emotions & Mental Processes	emotions	1	1	0.0003242542153	0.1215449629	2.385766961	5	3
ak	ADJ	792	106	686	482	107	1	97	105	Space, Shapes & Properties	colors	250	13	0.08106355383	96.2636106	4.984010153	2	1
ak	NOUN	73	30	43	31	4	3	8	27	Space, Shapes & Properties	colors	58	26	0.01880674449	8.872782291	3.953968685	2	1
aka	NOUN	30	2	28	5	1	0	22	2	People & Relationships	kinship	16	5	0.005188067445	3.646348887	3.576098659	3	2
akabe	NOUN	15	1	14	5	9	0	0	1	Earth, Geography & Natural Phenomena	geographical features	5	4	0.001621271077	1.823174443	3.288856948	5	3
Akabe	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	3
akabinde	ADV	2	0	2	2	0	0	0	0	Time, Numbers & Measurement	time	2	1	0.0006485084306	0.2430899258	2.56185822	8	4
akademi	NOUN	91	31	60	18	10	1	32	30	Education & Language	school	48	26	0.01556420233	11.06059162	4.048524793	7	4
akademik	ADJ	45	2	43	11	20	0	12	2	Education & Language	education	31	2	0.01005188067	5.46952333	3.747494797	8	4
akademisyen	NOUN	18	0	18	5	6	0	7	0	Work & Economy	occupations	15	6	0.00486381323	2.187809332	3.363490566	11	5
akak	NOUN	6	3	3	0	0	0	3	3	Earth, Geography & Natural Phenomena	geographical features	6	3	0.001945525292	0.7292697773	2.929835005	4	2
Akalın	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
akamber	NOUN	2	2	0	0	0	0	0	2	Personal Care & Consumer Life	accessories	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
akan yıldız	NOUN	15	0	15	0	0	0	15	0	Space, Shapes & Properties	space	10	3	0.003242542153	1.823174443	3.288856948	10	4
akar	NOUN	14	1	13	0	3	0	10	1	Other	other	11	8	0.003566796368	1.70162948	3.260828224	4	2
Akar	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
akarsu	NOUN	495	23	472	42	62	4	368	19	Earth, Geography & Natural Phenomena	geographical features	142	27	0.04604409857	60.16475663	4.780218642	6	3
akaryakıt	NOUN	15	1	14	0	5	0	9	1	Science & Technology	energy resources	8	2	0.002594033722	1.823174443	3.288856948	9	4
akasya	NOUN	23	6	17	6	0	1	11	5	Nature & Living Things	plants	17	3	0.00551232166	2.795534146	3.464948207	6	3
Akasya	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	3
akat	NOUN	9	0	9	2	0	0	7	0	Other	other	6	2	0.001945525292	1.093904666	3.084736965	4	2
Akay	PROPN	4	0	4	0	2	0	2	0	Other	other	3	1	0.0009727626459	0.4861798515	2.78370697	4	2
akbaba	NOUN	396	160	236	118	6	2	112	158	Nature & Living Things	animals	118	14	0.03826199741	48.1318053	4.683527472	6	3
Akbaba	PROPN	6	1	5	5	0	0	0	1	Other	other	5	4	0.001621271077	0.7292697773	2.929835005	6	3
akbalık	NOUN	2	0	2	0	0	0	2	0	Nature & Living Things	animals	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
Akbulut	PROPN	11	1	10	0	0	0	10	1	Other	other	10	2	0.003242542153	1.336994592	3.163918211	7	3
Akbıyık	PROPN	5	0	5	2	1	0	2	0	Other	other	5	2	0.001621271077	0.6077248144	2.862888216	7	3
akciğer	NOUN	246	38	208	11	14	27	183	11	Health & Medicine	body	103	43	0.03339818418	29.90006087	4.477433919	7	3
Akdamar	PROPN	15	2	13	0	4	0	9	2	Other	other	6	1	0.001945525292	1.823174443	3.288856948	7	3
Akdağmadeni	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	11	5
Akdemir	PROPN	4	0	4	0	1	0	3	0	Other	other	4	1	0.001297016861	0.4861798515	2.78370697	7	3
Akdeniz	PROPN	515	56	459	128	35	35	296	21	Other	other	188	24	0.06095979248	62.59565589	4.797386667	7	3
akdetmek	VERB	2	0	2	2	0	0	0	0	Personality, Values & Behavior	behavior	1	2	0.0003242542153	0.2430899258	2.56185822	8	3
Akgül	PROPN	132	0	132	0	5	0	127	0	Other	other	112	1	0.03631647211	16.0439351	4.208588606	5	2
Akgün	PROPN	9	0	9	0	1	0	8	0	Other	other	9	2	0.002918287938	1.093904666	3.084736965	5	2
Akhisar	PROPN	4	0	4	3	0	0	1	0	Other	other	3	1	0.0009727626459	0.4861798515	2.78370697	7	3
akide	NOUN	16	4	12	10	0	0	2	4	History, Politics & Religion	religion	11	1	0.003566796368	1.944719406	3.315185887	5	3
Akif	PROPN	204	6	198	170	21	6	7	0	Other	other	30	13	0.009727626459	24.79517243	4.396490826	4	2
Akife	PROPN	4	0	4	4	0	0	0	0	Other	other	2	1	0.0006485084306	0.4861798515	2.78370697	5	3
akifer	NOUN	2	0	2	0	0	0	2	0	Earth, Geography & Natural Phenomena	geographical features	1	2	0.0003242542153	0.2430899258	2.56185822	6	3
akik	NOUN	1	0	1	1	0	0	0	0	Science & Technology	matter and elements	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
akil	ADJ	6	0	6	4	1	0	1	0	Emotions & Mental Processes	intelligence and reasoning	4	2	0.001297016861	0.7292697773	2.929835005	4	2
akilane	ADV	1	0	1	1	0	0	0	0	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	7	4
akile	NOUN	1	0	1	0	1	0	0	0	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	5	3
akis	NOUN	2	1	1	0	1	0	0	1	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
akit	NOUN	2	0	2	0	2	0	0	0	Personality, Values & Behavior	loyalty	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
Akkan	PROPN	2	0	2	0	0	0	2	0	Other	other	1	1	0.0003242542153	0.2430899258	2.56185822	5	2
Akkar	PROPN	7	0	7	0	0	0	7	0	Other	other	2	2	0.0006485084306	0.8508147402	2.987826952	5	2
Akkavak	PROPN	4	0	4	1	0	0	3	0	Other	other	3	2	0.0009727626459	0.4861798515	2.78370697	7	3
Akkaya	PROPN	12	0	12	1	0	0	11	0	Other	other	11	2	0.003566796368	1.458539555	3.198680318	6	3
Akkaş	PROPN	6	0	6	0	1	0	5	0	Other	other	3	1	0.0009727626459	0.7292697773	2.929835005	5	2
akkor	ADJ	25	0	25	0	6	0	19	0	Earth, Geography & Natural Phenomena	fire	13	1	0.004215304799	3.038624072	3.499710313	5	2
Akkurt	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
akkuyruk	NOUN	1	0	1	0	0	0	1	0	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
akkuş	NOUN	2	1	1	0	0	1	1	0	Nature & Living Things	animals	2	2	0.0006485084306	0.2430899258	2.56185822	5	2
Akköy	PROPN	2	0	2	0	2	0	0	0	Other	other	1	1	0.0003242542153	0.2430899258	2.56185822	5	2
Akkız	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
aklamak	VERB	8	4	4	4	0	0	0	4	Other	other	5	6	0.001621271077	0.9723597031	3.038979475	7	3
aklanmak	VERB	1	0	1	1	0	0	0	0	Personality, Values & Behavior	forgiveness	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
akli	ADJ	3	0	3	2	1	0	0	0	Emotions & Mental Processes	intelligence and reasoning	2	1	0.0006485084306	0.3646348887	2.686796957	4	2
aklıevvel	ADJ	2	1	1	1	0	0	0	1	Emotions & Mental Processes	intelligence and reasoning	2	2	0.0006485084306	0.2430899258	2.56185822	9	4
aklık	NOUN	1	1	0	0	0	0	0	1	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
aklınca	ADV	2	0	2	2	0	0	0	0	Emotions & Mental Processes	intelligence and reasoning	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
aklıselim	ADJ	1	0	1	1	0	0	0	0	Emotions & Mental Processes	intelligence and reasoning	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
aklıçabuk	ADJ	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
Akm	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	3	1
akmak	VERB	1302	320	982	578	99	7	305	313	Other	other	573	104	0.1857976654	158.2515417	5.199681381	5	2
akne	NOUN	2	1	1	1	0	1	0	0	Health & Medicine	diseases	2	2	0.0006485084306	0.2430899258	2.56185822	4	2
Akom	PROPN	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	4	2
akor	NOUN	7	5	2	0	0	0	2	5	Arts, Media & Entertainment	music	4	6	0.001297016861	0.8508147402	2.987826952	4	2
akordeon	NOUN	6	0	6	3	0	0	3	0	Arts, Media & Entertainment	music	4	2	0.001297016861	0.7292697773	2.929835005	8	4
akordiyon	NOUN	9	0	9	0	3	0	6	0	Arts, Media & Entertainment	music	8	1	0.002594033722	1.093904666	3.084736965	9	4
akort	NOUN	20	4	16	3	0	0	13	4	Arts, Media & Entertainment	music	13	3	0.004215304799	2.430899258	3.40695626	5	2
Akoğlu	PROPN	133	0	133	0	1	0	132	0	Other	other	81	1	0.02626459144	16.16548006	4.211841764	6	3
akraba	NOUN	675	131	544	188	292	45	64	86	People & Relationships	kinship	237	79	0.07684824903	82.04284995	4.914683661	6	3
akrabalık	NOUN	3	0	3	0	1	0	2	0	People & Relationships	kinship	3	2	0.0009727626459	0.3646348887	2.686796957	9	4
akran	NOUN	93	21	72	12	60	1	0	20	Time, Numbers & Measurement	units of measurement	28	11	0.009079118029	11.30368155	4.057864819	5	2
akrep	NOUN	427	50	377	49	102	4	226	46	Nature & Living Things	animals	162	20	0.05252918288	51.89969915	4.716180734	5	2
akrilik	ADJ	29	8	21	5	0	4	16	4	Science & Technology	chemical elements	20	1	0.006485084306	3.524803924	3.56185822	7	3
akrobasi	NOUN	7	0	7	0	0	0	7	0	Arts, Media & Entertainment	performance	5	2	0.001621271077	0.8508147402	2.987826952	8	4
akrobat	NOUN	14	2	12	2	0	0	10	2	Work & Economy	occupations	10	6	0.003242542153	1.70162948	3.260828224	7	3
akrobatik	ADJ	19	7	12	1	5	1	6	6	Arts, Media & Entertainment	performance	16	1	0.005188067445	2.309354295	3.385766961	9	4
Akropol	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
akrostiş	NOUN	26	1	25	5	19	0	1	1	Literature & Publishing	poetry	14	3	0.004539559014	3.160169035	3.51610073	8	3
aks	NOUN	137	28	109	82	3	0	24	28	Objects, Tools & Physical Things	tools	107	15	0.03469520104	16.65165992	4.224616052	3	1
aksa	NOUN	13	2	11	11	0	0	0	2	Other	other	7	5	0.002269779507	1.580084518	3.230865001	4	2
Aksa	PROPN	12	5	7	5	2	0	0	5	Other	other	7	7	0.002269779507	1.458539555	3.198680318	4	2
aksak	ADJ	46	27	19	8	5	0	6	27	Other	other	26	11	0.008430609598	5.591068293	3.756834823	5	2
aksakal	NOUN	9	0	9	6	0	0	3	0	Work & Economy	occupations	5	5	0.001621271077	1.093904666	3.084736965	7	3
Aksakal	PROPN	5	0	5	5	0	0	0	0	Other	other	1	2	0.0003242542153	0.6077248144	2.862888216	7	3
aksaklık	NOUN	2	1	1	0	0	0	1	1	Health & Medicine	diseases	2	2	0.0006485084306	0.2430899258	2.56185822	8	3
aksamak	VERB	56	20	36	18	10	0	8	20	Other	other	44	29	0.01426718547	6.806517922	3.840611821	7	3
aksan	NOUN	18	6	12	12	0	1	0	5	Education & Language	grammar	11	9	0.003566796368	2.187809332	3.363490566	5	2
Aksaray	PROPN	51	2	49	2	7	0	40	2	Other	other	29	7	0.009403372244	6.198793107	3.800740309	7	3
aksatmak	VERB	59	16	43	31	5	0	7	16	People & Relationships	responsibilities	51	30	0.01653696498	7.17115281	3.862888216	8	3
Aksaz	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
Aksel	PROPN	3	1	2	0	0	0	2	1	Other	other	3	1	0.0009727626459	0.3646348887	2.686796957	5	2
Akses	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
aksesuar	NOUN	51	13	38	8	2	2	28	11	Personal Care & Consumer Life	accessories	38	13	0.01232166018	6.198793107	3.800740309	8	4
aksi	ADJ	356	220	136	106	14	0	16	220	Personality, Values & Behavior	temperament	249	17	0.08073929961	43.27000679	4.637405181	4	2
aksileşmek	VERB	3	0	3	3	0	0	0	0	Personality, Values & Behavior	behavior	2	3	0.0006485084306	0.3646348887	2.686796957	10	4
aksilik	NOUN	13	12	1	1	0	0	0	12	Other	other	10	6	0.003242542153	1.580084518	3.230865001	7	3
aksine	ADV	64	15	49	26	4	0	19	15	Other	other	58	1	0.01880674449	7.778877625	3.897650322	6	3
aksiyon	NOUN	127	110	17	13	3	3	1	107	Other	other	95	7	0.03080415045	15.43621029	4.191946935	7	3
akson	NOUN	9	1	8	0	0	0	8	1	Health & Medicine	body	3	2	0.0009727626459	1.093904666	3.084736965	5	2
aksu	NOUN	7	0	7	1	0	0	6	0	Health & Medicine	diseases	7	1	0.002269779507	0.8508147402	2.987826952	4	2
Aksu	PROPN	2	0	2	0	0	0	2	0	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	4	2
Aksungur	PROPN	3	0	3	0	0	0	3	0	Other	other	3	1	0.0009727626459	0.3646348887	2.686796957	8	3
aksöğüt	NOUN	1	0	1	0	0	0	1	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
aksırmak	VERB	11	9	2	2	0	0	0	9	Health & Medicine	diseases	10	4	0.003242542153	1.336994592	3.163918211	8	3
aktar	NOUN	16	2	14	9	1	1	4	1	Work & Economy	occupations	14	9	0.004539559014	1.944719406	3.315185887	5	2
aktarma	NOUN	17	9	8	2	3	0	3	9	Other	other	16	6	0.005188067445	2.066264369	3.34000947	7	3
aktarmak	VERB	708	74	634	127	64	5	443	69	Other	other	328	141	0.1063553826	86.05383372	4.935383201	8	3
aktarım	NOUN	72	13	59	3	4	0	52	13	Other	other	39	12	0.0126459144	8.751237328	3.948059825	7	3
Aktay	PROPN	2	0	2	0	0	0	2	0	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
aktif	ADJ	128	34	94	22	37	0	35	34	Personality, Values & Behavior	personality	80	4	0.02594033722	15.55775525	4.195326676	5	2
aktif	NOUN	34	11	23	7	1	0	15	11	Personality, Values & Behavior	personality	28	1	0.009079118029	4.132528738	3.62880501	5	2
aktifleşmek	VERB	16	7	9	2	0	0	7	7	Other	other	14	11	0.004539559014	1.944719406	3.315185887	11	4
aktifleştirmek	VERB	1	0	1	1	0	0	0	0	Emotions & Mental Processes	action	1	1	0.0003242542153	0.1215449629	2.385766961	14	5
aktinit	NOUN	2	0	2	0	0	0	2	0	Science & Technology	chemical elements	2	2	0.0006485084306	0.2430899258	2.56185822	7	3
aktivasyon	NOUN	4	4	0	0	0	0	0	4	Science & Technology	information technologies	4	1	0.001297016861	0.4861798515	2.78370697	10	4
aktive	ADJ	5	5	0	0	0	0	0	5	Other	other	4	1	0.001297016861	0.6077248144	2.862888216	6	3
aktivist	NOUN	2	0	2	0	2	0	0	0	Work & Economy	occupations	1	2	0.0003242542153	0.2430899258	2.56185822	8	3
aktivite	NOUN	101	34	67	10	33	10	24	24	Emotions & Mental Processes	action	64	21	0.02075226978	12.27604125	4.093337137	8	4
aktris	NOUN	2	1	1	1	0	0	0	1	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	6	2
aktör	NOUN	25	20	5	4	1	0	0	20	Work & Economy	occupations	20	10	0.006485084306	3.038624072	3.499710313	5	2
akupunktur	NOUN	4	4	0	0	0	0	0	4	Health & Medicine	medicine	4	1	0.001297016861	0.4861798515	2.78370697	10	4
akustik	NOUN	41	1	40	1	1	0	38	1	Arts, Media & Entertainment	music	14	4	0.004539559014	4.983343478	3.707986256	7	3
akut	ADJ	12	3	9	0	6	0	3	3	Health & Medicine	diseases	8	1	0.002594033722	1.458539555	3.198680318	4	2
akvaryum	NOUN	295	75	220	61	79	3	80	72	Nature & Living Things	animals	92	33	0.02983138781	35.85576405	4.556028676	8	3
akvaryumcu	NOUN	2	1	1	0	0	0	1	1	Work & Economy	occupations	2	2	0.0006485084306	0.2430899258	2.56185822	10	4
Akyaka	PROPN	6	1	5	0	0	0	5	1	Other	other	4	4	0.001297016861	0.7292697773	2.929835005	6	3
akyuvar	NOUN	40	4	36	0	0	1	36	3	Health & Medicine	medicine	15	7	0.00486381323	4.861798515	3.697520822	7	3
Akyüz	PROPN	21	0	21	0	0	0	21	0	Other	other	15	1	0.00486381323	2.552444221	3.427159646	5	2
Akyıldız	PROPN	45	1	44	0	0	0	44	1	Other	other	31	7	0.01005188067	5.46952333	3.747494797	8	3
akça	ADJ	4	1	3	3	0	0	0	1	Space, Shapes & Properties	colors	3	1	0.0009727626459	0.4861798515	2.78370697	4	2
akça	NOUN	17	1	16	7	1	0	8	1	Work & Economy	financial concepts	14	4	0.004539559014	2.066264369	3.34000947	4	2
Akçaabat	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
akçaağaç	NOUN	56	2	54	6	2	0	46	2	Nature & Living Things	plants	21	7	0.006809338521	6.806517922	3.840611821	8	4
Akçakale	PROPN	1	0	1	0	1	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	8	4
Akçakoca	PROPN	6	0	6	0	0	0	6	0	Other	other	5	1	0.001621271077	0.7292697773	2.929835005	8	4
Akçam	PROPN	1	0	1	0	0	0	1	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
Akçay	PROPN	18	4	14	3	0	1	11	3	Other	other	15	6	0.00486381323	2.187809332	3.363490566	5	2
akçe	NOUN	65	9	56	46	8	0	2	9	Work & Economy	financial concepts	25	13	0.008106355383	7.900422588	3.904280901	4	2
